"","X","TargetID","ProbeID","AVG_Signal.C.1","AVG_Signal.C.2","AVG_Signal.C.3","AVG_Signal.L.1","AVG_Signal.L.2","AVG_Signal.L.3","AVG_Signal.M.1","AVG_Signal.M.2","AVG_Signal.M.3","AVG_Signal.H.1","AVG_Signal.H.2","AVG_Signal.H.3","FDR","P.Value","Slope"
"631",32087,"MGP",1430487,98.9,109.1,107,109.5,117,120.2,147.3,130.9,145,172,178.5,190,0.00123849112349978,4.90364935308526e-08,7.25433070866142
"643",32940,"MPP1",5310554,488.7,511.5,468.9,413.8,422.2,475.7,374.3,358.3,394.7,270.4,237.3,260.1,0.00123849112349978,7.85130564524513e-08,-21.8167979002625
"897",41140,"SLC4A4",5130053,1075.4,889.5,863.3,858.7,894.9,858.4,687.6,590.8,651.1,321.4,305.6,292.5,0.00123849112349978,7.3000341329094e-08,-61.9968503937008
"507",18297,"KITLG",6900296,118.7,119.9,123,136.7,137.3,136.2,182.8,144.7,179.7,229.1,218.2,233.5,0.00144179537649849,1.2186846789075e-07,10.1800524934383
"41",967,"ALPK2",5270519,455.1,332.3,274.5,473.5,627.1,503.8,1056.2,651.1,869.5,1264.9,1374,1358.9,0.001945496736938,3.48833488014756e-07,93.3020997375328
"64",1428,"APP",3370577,6134.8,5628.7,5201.8,4935.4,5105.6,4847.5,4378.1,4412.2,4118.3,3382,3123.4,3343.7,0.001945496736938,3.84224256004106e-07,-218.172703412074
"216",6672,"CRABP2",3400296,264.4,233.1,208.8,247.2,263.5,238,402.7,312.1,402.2,585.9,558.1,596.8,0.001945496736938,2.29384280706111e-07,34.1821522309711
"233",7128,"CXCL12",4610615,220,216.5,215.9,199.4,194.7,219.4,144,142.6,149.5,117.9,104.5,123.4,0.001945496736938,4.93332224145892e-07,-10.2816272965879
"603",31091,"LTF",5550367,151.5,140.4,134.1,168.9,164.5,163.8,198.2,169.8,191.5,219.3,220.7,220.8,0.001945496736938,4.75711743209223e-07,7.16167979002624
"630",32086,"MGP",940735,137.4,132.8,128.6,134.6,152.4,133.1,172.3,163.7,192,233.6,215.1,242.6,0.001945496736938,4.91827210091048e-07,9.61128608923884
"712",35396,"OSR1",3940500,134.6,136.5,133.4,153.6,159.1,166.3,209.2,171.1,214.3,264.4,244.1,239.2,0.001945496736938,3.26460157694898e-07,10.8296587926509
"732",36006,"PDCD4",2570433,1131.9,1053.1,1022.2,913.7,924,967.9,779,604.3,686.8,549.1,487.4,504.1,0.001945496736938,4.40834012445508e-07,-53.1900262467192
"646",32966,"MPZL2",4810026,239.8,208.6,204.7,239.1,255.1,259.8,333.3,337.3,321.5,433.4,380.1,488.8,0.00245462562355646,7.78044172037844e-07,20.902624671916
"1035",45208,"UGCGL1",3170592,207.6,188.2,185.9,166.2,181.8,172.6,159.4,151.8,158.8,129.4,129.8,128.4,0.00245462562355646,7.37248751008308e-07,-5.89790026246719
"1079",46390,"ZFP36L2",7050300,477,416.7,386.7,410.4,504.6,471.8,641.1,557,646,736.4,802.5,758.9,0.00245462562355646,7.60354443850578e-07,33.6068241469816
"19",319,"ACSL1",1030431,1000.6,966.5,833.6,763,760.2,880.8,623.7,489.2,597,386.8,374.3,392.5,0.00248850882333573,9.65093888026442e-07,-52.3971128608924
"125",4205,"C6ORF126",6840370,116.4,123.6,120.5,136.8,144.9,149.5,155.5,153.4,163.3,178.3,183.1,198.8,0.00248850882333573,9.63750476394377e-07,5.94829396325459
"645",32965,"MPZL2",3890228,1493.6,1227.4,1068.4,1318.2,1529.8,1397,1955,1651.2,2080.4,2478.5,2440.7,2702.5,0.00248850882333573,9.99126590524245e-07,124.682414698163
"870",40518,"SH3KBP1",6020152,791.4,749.3,680.4,630.6,619.1,644,492.3,441.3,549.4,356.4,328.6,406.1,0.00248850882333573,9.74182675876084e-07,-35.1685039370079
"373",12118,"GPNMB",6840164,8866.4,8227.8,7679.1,6306.6,5929.9,6934.2,5432.3,4814.9,6010.6,3337.2,3227.7,3335.2,0.0028146666675364,1.18955546670177e-06,-439.623097112861
"32",722,"AHNAK",2810482,161.8,141,151.7,149.3,174.5,162.7,188.6,198.4,194.1,211.8,236.1,241.9,0.00304136095027152,1.72831905558038e-06,7.65564304461942
"35",775,"AK5",6270148,211.2,211.9,195.1,178.3,193.3,186.8,169.4,144.1,155.5,128.8,126.1,140.1,0.00304136095027152,1.79950777861933e-06,-7.02834645669292
"274",8622,"EDN2",6400598,131.9,131.7,142.4,156.7,157.8,161.7,168.4,157.1,177,197.2,196.9,199.4,0.00304136095027152,1.40388839444714e-06,5.49081364829396
"482",17807,"KCNK5",3990739,147.9,156.9,144.6,165.6,163.8,177.1,203.4,191.2,186.2,217.8,206.5,232.1,0.00304136095027152,1.74030826214356e-06,6.46010498687664
"529",18893,"LDLR",1440736,6780.2,6303.9,6012.1,4946.2,5060.6,5250.1,4523.3,4034,4304.7,3366.6,3056,3258.7,0.00304136095027152,1.52361790459782e-06,-278.873228346457
"602",31067,"LSS",6450154,1671.5,1401,1449.3,1110.1,1210.1,1239.6,1044.8,926.7,963.6,661.3,625,707.1,0.00304136095027152,1.77713267162251e-06,-75.3391076115486
"833",39555,"RRM2",510731,116.4,110.6,109.7,120.3,120.1,116.1,130.9,127.8,121.5,136.5,141.5,147,0.00304136095027152,1.57134929038131e-06,2.7496062992126
"846",39899,"SCD",2140128,12847.9,12039.7,10992.1,8335.3,9103.1,9219,7837.2,5734.7,7107.2,4271.5,3818.5,3988.3,0.00304136095027152,1.45680477257762e-06,-708.416010498688
"1027",45002,"UAP1L1",6100609,384.5,356.8,337,263,298.2,313.5,252.8,228.7,242.1,181.9,168.7,185,0.00330535677753355,2.02555515390979e-06,-16.2829396325459
"5",70,"ABCA4",6650504,124,118.8,123.4,136.4,148.2,127.4,161.3,146.9,155,177.3,190.1,170.4,0.00339336529090207,2.15119410703172e-06,5.31286089238845
"375",12220,"GPR37",7210377,435.2,396.2,399,308.9,321.7,350.6,299.8,253.1,281.2,208.4,192.2,215.1,0.00379295607119953,2.59929993430547e-06,-18.1706036745407
"496",17978,"KIAA0513",5870301,383.6,358.9,359.6,302.1,316.5,320.5,291.9,279.6,296.4,208.8,226.9,252.9,0.00379295607119953,2.64496228788506e-06,-12.1139107611549
"733",36027,"PDE1A",730348,1098.8,1044.5,924.5,937,962.2,1090.4,714.9,616.3,745.5,494.7,472.6,516.6,0.00379295607119953,2.56238430749893e-06,-54.0629921259843
"838",39717,"S100A4",3990458,1245.2,939.7,1078.7,1219.6,1397.3,1313.9,1926.3,1568,1886.5,2145.5,2041.2,2424.2,0.00380260090324791,2.7320421509716e-06,107.784776902887
"50",1107,"ANKHD1-EIF4EBP3",520008,160,154.8,150.6,146.5,149.1,156.2,146.9,139.5,146.2,126.6,127.7,127,0.00428893506527606,3.39845103263335e-06,-2.64251968503937
"292",9005,"EPC1",6380008,162.6,167,165.9,147.3,146.8,148.8,143.4,146.9,142.9,124,131,122,0.00428893506527606,3.78554693520743e-06,-3.36902887139108
"361",11804,"GJB4",3850341,281.3,277.6,298.3,315.5,377.7,353,471.9,376.9,478.5,600.8,523.1,671.6,0.00428893506527606,3.576748866087e-06,29.540157480315
"505",18295,"KITLG",3990670,813,576.5,457.8,736.3,974.2,801.8,1286.8,903.2,1422.9,1926.2,1642.3,1969.4,0.00428893506527606,3.56515588190848e-06,116.780577427822
"647",32967,"MPZL2",6940379,145.2,130.2,133.4,150.8,142.9,132.2,173.4,158.7,159.7,183,205.6,194.9,0.00428893506527606,3.61079379448123e-06,5.71364829396326
"743",36306,"PGM5",4480112,616.9,632.4,518,604.3,581.6,578.1,765.6,698.2,756.2,856.5,855.2,928.8,0.00428893506527606,3.63886079850079e-06,29.9220472440945
"878",40644,"SIPA1L2",3460053,1634,1526.4,1268.6,1562.5,1531,1599.4,2156.6,1742.5,1857.1,2503.6,2334.8,2498.6,0.00428893506527606,3.31319281872212e-06,95.0942257217847
"936",42248,"SREBF1",3390343,1229,1069.1,1043,939.6,1116.2,1055,930.2,909.2,937.5,637.8,641.6,679.8,0.00428893506527606,3.80650577397026e-06,-43.4637795275591
"232",7127,"CXCL12",4560020,586.1,522.5,462.4,441.8,481.1,510.8,242.2,219.8,247.5,152.6,143.9,157.3,0.00433363581505853,3.93775415860188e-06,-37.907874015748
"13",209,"ACACA",2190414,2004.4,1748.5,1653.2,1372.4,1409.7,1490.3,1199.8,1048.8,1088.1,873.3,836.9,820.9,0.00440978192303438,6.21578372508492e-06,-86.536220472441
"29",617,"AFAP1L2",6620711,225.4,186.2,184.3,215.4,262.2,230,345.9,281.3,324.8,355.5,354.4,398.3,0.00440978192303438,7.73433424786793e-06,16.5388451443569
"37",822,"AKR1B10",5310646,167.7,158.3,150.2,140.5,139.8,140.8,199.4,198.9,257.5,342.1,305.9,346.8,0.00440978192303438,7.30318505800831e-06,17.9997375328084
"51",1118,"ANKRD1",6560112,247.7,232.1,234.3,197.3,217.9,209.2,164.9,164,173.6,148.9,157.5,146.8,0.00440978192303438,7.36912606233754e-06,-8.15091863517061
"54",1158,"ANKRD22",130181,152,117.7,121.5,127.1,158.5,149.9,191.1,165.5,202.3,228.6,240.1,216,0.00440978192303438,6.09795705770566e-06,9.54304461942257
"88",2478,"BEX1",6480468,165.8,157.7,156.6,140.4,138.7,145.8,129.3,116.9,120.5,111.7,107.8,114.7,0.00440978192303438,7.6778239764213e-06,-4.46614173228346
"115",3656,"C1ORF85",2640086,3629.3,3352.9,3417.4,2952,2969.4,3223.2,2949.4,2224.4,2660.2,2171.7,1886.5,2110,0.00440978192303438,7.13960823101036e-06,-130.270341207349
"195",6084,"CLDN16",5960102,1642.6,1441.4,1451.9,1262.3,1422.6,1459.9,963.8,730.5,1050.8,709.1,611.4,685.3,0.00440978192303438,4.45469524287668e-06,-83.9561679790027
"218",6710,"CREG1",1090497,1663.6,1559.2,1484.9,1373.5,1379.4,1440.4,1391.8,1176.8,1258.4,1059.6,944.8,1071.9,0.00440978192303438,5.4514879278027e-06,-49.2551181102363
"224",6988,"CTDSPL",1770170,2379.6,2247.7,2091.2,1656.4,1907,1877.3,1579.2,1242.5,1546.7,1051.5,1037,1196.7,0.00440978192303438,5.96582283191211e-06,-103.702887139108
"228",7058,"CTSH",1980288,3198.3,2955.4,2911.7,2373.8,2413.6,2621.9,2377.8,2225.1,2439.8,1669,1541,1877.7,0.00440978192303438,7.41196937127195e-06,-114.166141732283
"287",8904,"EMILIN2",1190142,297.8,303.3,295.6,240.6,265.1,255,215,199,209.4,174.9,180,192.4,0.00440978192303438,5.04553650322999e-06,-10.654593175853
"324",10370,"FIBCD1",3830743,511.9,462.2,473,401.2,386.4,381.7,322.4,282.5,336.8,257.9,239.1,272.3,0.00440978192303438,6.84697924930208e-06,-20.3553805774278
"371",12098,"GPHN",1110544,353.5,322.7,300.9,290.6,304.5,321.1,268.3,219.3,252.7,204.4,206.5,203.7,0.00440978192303438,7.04880433711177e-06,-11.8611548556431
"372",12117,"GPNMB",1570154,3860.4,3645.9,3194.1,2550.6,2874.1,2543.5,2551.6,2068,2437.3,1435.1,1485.6,1443.8,0.00440978192303438,7.33147970639365e-06,-182.82624671916
"412",13127,"HMGCS1",5270112,2649.6,2410.3,2339,1905.4,2084.8,2124.3,1868,1641.4,1830.1,1440.4,1181.6,1419.1,0.00440978192303438,4.32174795016616e-06,-99.7123359580053
"422",13802,"HS.19339",4780187,314.6,270.5,289.7,254.2,265.1,279.2,241.3,214,246.9,202,177.7,194.6,0.00440978192303438,6.92622208129131e-06,-9.36929133858268
"506",18296,"KITLG",5090500,272,184.2,154.5,292.9,362.7,369.9,349.4,330.2,480.2,690.6,651.8,694.6,0.00440978192303438,4.76486594747807e-06,42.3616797900263
"524",18721,"LAMA1",2190113,511.6,637.8,523.3,409.9,390.2,460.4,301.8,237.1,274.5,182.4,160.3,164,0.00440978192303438,4.71088693061655e-06,-35.8257217847769
"530",18911,"LEMD1",3180615,214.4,195,184.8,196.4,265.4,210,369.3,281.1,333.8,470.9,479.4,622.5,0.00440978192303438,6.02745936236828e-06,31.8509186351706
"567",24241,"LOC642299",6020561,409.1,325.2,349.4,390.7,392.5,399.7,495.6,451.8,422.6,562.3,515.7,562.7,0.00440978192303438,5.67991619841723e-06,17.7443569553806
"625",31704,"MDK",4560717,636.2,524.2,540.2,467.7,574.7,470.2,363.1,277.6,336.3,235.4,237.4,208.1,0.00440978192303438,5.57233646240784e-06,-33.4477690288714
"675",33951,"NEU1",4200692,4016.2,3786.7,3286.7,3058.3,3187,2942.6,2776.5,2363,2761,1993.4,1708.4,2053.1,0.00440978192303438,5.70663848843752e-06,-159.806036745407
"684",34256,"NOL8",4120722,504.4,444.4,441.7,410.2,439.6,426.9,381.8,341.4,353.3,280.3,312.9,323.8,0.00440978192303438,5.99997952586535e-06,-15.0682414698163
"721",35749,"PBK",3420554,104.5,110.4,101.9,107.8,129.9,111.2,130.1,127.4,129.3,149.7,142.5,158.7,0.00440978192303438,7.44011045661495e-06,4.16981627296588
"734",36028,"PDE1A",4180707,1173.5,1201.1,979.2,1148.6,1124.9,1182.1,884.8,706.5,884.8,556.2,490.3,553.4,0.00440978192303438,5.55959663439031e-06,-61.184251968504
"738",36145,"PDXK",5890131,5877.6,5522,5343.9,4984.4,5591.4,5447.1,5184.1,4230.2,4693.2,3750,3677.1,3571.4,0.00440978192303438,5.61938237115877e-06,-185.325459317586
"742",36303,"PGM5",380494,247.3,303.3,274.7,326.6,278.9,303.4,395,338.8,353.4,454.4,411.1,421.3,0.00440978192303438,5.71991590345286e-06,14.81312335958
"748",36400,"PHLDA1",5670367,832.3,801.7,762.1,613,621,671.3,618.5,515.5,579.4,437.8,429.4,447.2,0.00440978192303438,7.67074454418051e-06,-31.2120734908137
"756",36634,"PKP2",2260646,182.3,180.9,169.3,165.4,173,160.8,163.5,146.8,161.8,133.2,130.7,138.4,0.00440978192303438,6.86815424087471e-06,-3.98083989501313
"757",36639,"PKP4",5890440,1900.7,2011.3,1867.1,1666.6,1683.5,1938.3,1590.2,1251,1460.3,1233.2,1100.5,1102.1,0.00440978192303438,5.61753478736159e-06,-75.1215223097114
"885",40829,"SLC22A3",6200333,166.2,154.3,157.5,142.8,151.4,138.6,138.9,122.4,129.8,106.6,113.1,119.2,0.00440978192303438,6.24020522915058e-06,-4.24409448818898
"902",41251,"SLCO2A1",430161,594.2,551.3,441.4,595.8,690.4,628.1,1111.2,902.5,1091,1228.4,1154.2,1200.4,0.00440978192303438,4.30280785036985e-06,66.540157480315
"945",42379,"ST3GAL5",5260403,232.9,235.1,226.1,231.1,222,216.6,196.1,175.1,202.1,168,169.6,181,0.00440978192303438,7.33476861724558e-06,-5.84146981627297
"953",42659,"SULT2B1",1170066,164.1,138.7,153,153.3,168.6,169.5,211.9,184.4,192.4,217.4,217.9,229.1,0.00440978192303438,4.94827530113234e-06,6.8005249343832
"966",43380,"TGFBR3",3190379,788.2,686.7,705.3,549.6,555.1,587.1,478.2,390.7,443.1,333.1,328.3,323.4,0.00440978192303438,4.57756731888313e-06,-35.7984251968504
"1001",44472,"TRIM6",6040653,651.1,497.4,484.8,646.3,748.6,732.1,1137.2,817,1090.7,1217.2,1201.9,1264.8,0.00440978192303438,6.1994158884033e-06,65.5167979002625
"1012",44665,"TSPAN18",1820279,233,260.8,247.7,326.8,307.4,335,467.1,370.1,476.2,520.5,480.3,499.7,0.00440978192303438,7.59637914462402e-06,23.9194225721785
"1020",44881,"TUBA4A",4760474,325.4,309.7,290.5,396.8,452.3,459.9,567,505.7,573.9,625.9,618.7,772.1,0.00440978192303438,7.27216742401562e-06,33.1186351706037
"1073",46303,"ZCCHC14",2710402,967.7,920.8,772.2,809.8,828.5,798,783.9,661.6,677.6,493.7,498.7,552,0.00440978192303438,7.40112935287299e-06,-35.036220472441
"56",1255,"ANTXR1",3120689,164.5,141.7,147.1,151.8,169.9,158.2,188.9,204.4,195.2,210.2,209.2,227.5,0.00450098488786517,7.98940748855048e-06,6.45826771653542
"484",17837,"KCNQ2",1510075,106.8,110.9,104.7,119,117.4,118.6,131.4,121.8,134.4,182.5,191.4,215,0.00462799639205879,8.51400143859473e-06,8.30813648293963
"888",40950,"SLC27A3",1440300,790.1,775.3,666.3,659,620.4,707.4,609.4,497.2,601,442.1,435.5,444.3,0.00462799639205879,8.52726707702849e-06,-28.1923884514436
"913",41467,"SNHG7",4260202,657.6,628,576.2,527.5,544.9,542.2,471.9,447.1,451.9,423.8,345,403.5,0.00462799639205879,8.32410680871292e-06,-21.049343832021
"1051",45582,"VEGFB",4060333,4215.9,3700.8,3687.2,3173.7,3194.6,3209.2,3006.2,2372.6,2933.2,2271.1,1944.1,2078.4,0.00462799639205879,8.60604108998105e-06,-157.940682414698
"637",32859,"MND1",3870372,310.8,276.3,249.4,229.3,233.9,237.4,185.4,148.3,179,130.3,130.7,145.1,0.0048740683163271,9.2261064793147e-06,-13.4721784776903
"766",36869,"PMP22",7560138,493.3,421.7,412.2,369.3,407.8,396.2,242.5,204.9,253.3,186.7,173.3,198,0.0048740683163271,9.26961833504721e-06,-25.4958005249344
"929",42158,"SPON2",6450619,249.5,225.3,209.9,198.3,237.2,230,163.9,160.7,165.5,130.2,129.1,139.4,0.00496375017927755,9.54506828210928e-06,-9.77742782152231
"986",44048,"TNFRSF11B",2370132,493.3,420.4,427.4,378.3,518.6,458.5,800.9,592,809.9,1200.7,967.9,1335,0.0050263660235334,9.77168975265882e-06,72.4459317585302
"137",4553,"CA4",6380672,192.7,227.3,198,219.3,227.3,247.5,320.9,267.4,298.7,341.7,313.2,375.1,0.0052723669610518,1.04488891804878e-05,13.3897637795276
"453",16907,"IFI30",2000300,371.4,336.9,331.8,325.6,324.1,333.2,287.1,244.2,283.1,222.7,228.3,256.4,0.0052723669610518,1.0472761539608e-05,-10.9128608923885
"1039",45223,"UGT1A6",5670328,1910.8,2071.9,1838.6,1727.2,1928.8,1991.4,3354.5,2760.2,3220.5,3920.8,3355.9,3757.8,0.00552885238611401,1.10990633873768e-05,184.923097112861
"171",5553,"CDK2",4590064,390.9,376.9,324.4,411.1,460.9,394.8,575.4,430.3,576.6,635.2,638.3,729.1,0.00554082377613421,1.1283369743889e-05,28.9553805774278
"208",6444,"COL4A3BP",4120707,841.3,767.6,725.7,659.6,744,707.8,705.4,627.8,635.6,467.9,494.9,532.8,0.00554082377613421,1.13572661556752e-05,-25.4162729658793
"47",1084,"ANGPTL4",4610433,420.6,375.8,401.6,328.6,361.9,382.8,673.1,501.8,635.9,917.7,933.4,1177.5,0.00565541201129445,1.17116492425851e-05,62.5099737532808
"276",8671,"EFEMP1",6250563,137.5,142.8,127.9,148,143.8,146.4,176.3,146.3,162.2,179,185,190.8,0.00585868128014166,1.23801983816361e-05,4.6257217847769
"544",19829,"LOC100129550",7000328,552.6,532.1,507,468,488.2,485.1,443.7,327.2,408.1,321.7,319.8,348.2,0.00585868128014166,1.22629638160765e-05,-19.153280839895
"170",5552,"CDK2",2350286,147.8,144,137.4,143.4,159.9,152.7,181.3,161.7,180.2,191.1,192.2,219.1,0.00602946378226209,1.28684961225719e-05,5.59685039370078
"390",12605,"GZF1",2850450,165.4,153.9,153.5,157.2,140,143.1,135,125.5,132.9,119.3,110.5,122,0.00612550050226537,1.33323447738591e-05,-3.80131233595801
"867",40448,"SGIP1",6380239,499,472.3,399.7,367.6,406.6,404.3,290.3,227,271.4,203.5,214.3,218.2,0.00612550050226537,1.32193443213898e-05,-23.6800524934383
"1038",45222,"UGT1A6",3450735,768.7,704.9,656.3,669,645.3,702.3,1161.2,813.5,1014.1,1243.3,1295.4,1305.5,0.00629073758013869,1.38249204051819e-05,59.9892388451444
"76",2152,"AUTS2",1470762,329.3,326.3,340.8,250.1,295.2,268.2,240.5,226.5,251.3,209.9,194.2,191.1,0.00631054209595137,1.40017944778415e-05,-11.6958005249344
"730",35976,"PCSK9",4070619,320.2,325.9,314.6,231.7,259.7,240.2,230.1,230.5,233.7,184.3,162,166.8,0.0064038851567671,1.4344226414583e-05,-12.489501312336
"1076",46379,"ZFP106",1010370,532.2,487.6,453.3,441.4,460.3,468,403.4,391.8,394.9,376,305.1,337,0.00648188871163568,1.46559197883697e-05,-14.4593175853018
"465",17419,"IRF5",2230431,196.1,201.7,187.3,191.2,180.8,185.1,170.5,165.9,168.3,165.6,145.2,155.5,0.0064852181827243,1.48004894815254e-05,-3.79632545931759
"869",40516,"SH3KBP1",3450059,1560.8,1466.9,1311.4,1081.7,1242.8,1173.6,964.2,707.4,951.9,639.7,652.7,729.3,0.00672251451334242,1.54841003730601e-05,-70.9580052493439
"420",13701,"HS.155736",2190333,200.1,167.6,173.3,165.8,186.9,175.9,137.5,131.5,139.6,121.8,116,110.3,0.00700907921068193,1.64380730257875e-05,-6.60787401574803
"540",19135,"LMTK3",6980632,870.2,610.5,596.1,668.8,782.6,842,1172.9,898.5,1150.7,1280,1313.9,1401.6,0.00700907921068193,1.64403734417872e-05,63.6010498687664
"382",12319,"GRB10",5960725,396.5,384.9,372,279.6,304.9,311.6,243.7,207.4,244.2,195.4,184.1,201,0.00739024418992835,1.74905933535907e-05,-17.0721784776903
"841",39726,"S100A9",5390220,2228.6,1362.9,1375.7,1761.8,2694.6,2143.2,4084.9,2370.2,3610.9,4490.4,4599.6,5472,0.0074036544693036,1.76787810373667e-05,307.541207349081
"398",12847,"HERC5",5720482,434.9,401.6,368,315.1,379.2,334.6,261.9,215.5,261.4,207.6,211.1,197.2,0.00749460133018427,1.80543192874713e-05,-18.6787401574803
"397",12835,"HERC1",1820274,470.5,407.8,359.3,318.5,312.2,332,234.6,239.2,244.8,198.1,175,177.1,0.00761643071693902,1.86611333352541e-05,-20.7671916010499
"724",35822,"PCDHA1",4390768,365,341,328,341.8,320.2,352.2,314.2,273.2,274.3,264,235.2,240.1,0.00761643071693902,1.86696947185286e-05,-9.92650918635171
"294",9033,"EPHB1",5310722,687.3,678.6,612.4,558.4,533.6,568.3,465.8,341.3,419.2,348.4,329.8,364.2,0.00762216017696572,1.88448057119158e-05,-29.2514435695538
"786",37716,"PSAP",6200086,16352.2,14830.2,14135.2,12472.2,12515.6,13268.4,11973.5,9355.8,11101.8,9021,8901.1,8986.9,0.0076459496390391,1.90651915011012e-05,-554.774803149607
"67",1555,"ARHGDIB",1570193,1447.5,1376.7,1104,1807.2,2000.3,1874.5,3147.6,2693.1,3056.1,3028.3,3349.3,3272.5,0.00766549446778381,1.92759090012525e-05,183.283464566929
"305",9597,"FAM13B",3520324,1348.4,1175.4,1101.6,887.3,1025.2,1003.6,886.6,694.9,858.3,619.4,591.6,616.3,0.00774230284805406,1.97962649158874e-05,-53.5482939632546
"803",38309,"RAD50",1400253,378.6,388.1,364.1,306.8,336.2,318.5,312.3,289,284.1,262.3,239.2,265.1,0.00774230284805406,1.97170307113558e-05,-10.5372703412074
"1010",44652,"TSPAN10",3310097,282.6,277.6,266.4,259.8,272.8,274.2,231.7,200.4,231.8,209.3,183.6,205.9,0.00782867484991864,2.01825398155247e-05,-7.76902887139108
"374",12132,"GPR110",7000255,400.7,355.3,322.2,359.1,385.3,352.9,477.6,382.9,458.7,544.4,517.2,555,0.00783221831036077,2.05226860191606e-05,17.9719160104987
"832",39541,"RRAGD",6480209,2249.5,1849.7,1751.7,1376.4,1409.6,1498.8,1079.5,861.7,956.1,717.9,624.5,710.5,0.00783221831036077,2.05156716666639e-05,-114.574015748032
"487",17868,"KCTD15",3130196,245.1,227.8,247.7,186.9,185.5,199,156.7,147.6,164,131,126.9,143.5,0.00823167291409566,2.17433196175635e-05,-9.41994750656169
"839",39718,"S100A4",5290270,1450.8,1159,1153.6,1227.3,1437.3,1387,1870.7,1516.9,1977.1,2006.6,2112.5,2269.4,0.00825150466523679,2.1970069264836e-05,87.303937007874
"588",30088,"LOC729446",6130368,226,220.4,208.5,208.2,211,208.5,201.1,186.5,196,180.5,171.7,188.7,0.00834155233392276,2.23860944236035e-05,-3.60787401574804
"205",6426,"COL22A1",840288,277.8,280.7,237.3,215,200.2,222.3,186.1,166.3,182.2,156.4,139.6,138.3,0.00842734372448357,2.27944127957631e-05,-10.6795275590551
"285",8822,"EIF4G3",3290551,989.9,1008.7,881.8,785.7,831.1,806.6,773.2,696.3,774.3,651.9,613.4,603,0.00845373557726633,2.3223075989363e-05,-29.2215223097113
"1025",44961,"TXNIP",1240440,215.8,178.8,186,334.5,396.1,330.5,630.2,464.7,589.9,2585.8,2971.6,2906.2,0.00845373557726633,2.31626929385074e-05,247.774015748032
"1040",45224,"UGT1A6",6370703,2817.1,2692.2,2522.9,2414.5,2480.1,2728.2,4238.8,3067.3,4513.2,4758.5,4973.2,5202.1,0.00876882282220174,2.42739426855531e-05,242.625721784777
"336",11005,"FNIP1",2450563,681.8,653.1,577.6,566.5,565.9,578.8,480.6,443.8,500.9,439.9,424.4,422.4,0.00885613453199641,2.47027821191287e-05,-19.6259842519685
"438",15525,"HS.556255",5090221,566.2,598.6,541.5,437,475.8,422,416.4,327.1,408.3,309,311.3,285.5,0.00886013843677932,2.53344598590613e-05,-23.248031496063
"770",37210,"PPM1E",6280059,179.3,174.7,154.2,161,159.5,164.1,135.9,133.3,137.2,118.9,128.8,127.4,0.00886013843677932,2.54628579634002e-05,-4.41679790026247
"928",42154,"SPOCK1",6380669,3238.1,2827.3,2612.2,2492,2675.2,2568.4,2054.8,1499.6,1893.9,1546.3,1465.8,1532.1,0.00886013843677932,2.5336432107123e-05,-134.77532808399
"994",44260,"TPP1",670113,1435,1108.4,1240.5,912.2,1150.5,1085.5,837.2,591.5,791.7,556.8,528.4,544.3,0.00886013843677932,2.50416002137539e-05,-67.7199475065617
"61",1355,"APCDD1L",130138,141.6,150.8,139.8,176.4,172.5,212.6,217,186.4,232.5,250.2,258.4,244.7,0.00897792933869903,2.61430009379576e-05,9.48582677165354
"599",30906,"LRPPRC",6380064,799,765.1,669.3,596.3,639.5,684.8,611.7,521.4,609.1,467.8,446.6,466.1,0.00897792933869903,2.6180805290038e-05,-25.3364829396326
"28",616,"AFAP1L2",4590133,459,429.6,345.8,508.6,560.6,555,762.4,537.2,703.7,824.4,781.7,985.9,0.00898393203096866,2.67646940238113e-05,41.6797900262467
"55",1159,"ANKRD22",4150270,182.8,162.7,168.7,197.6,190.8,171.2,217,187.1,229.1,240.8,244.7,272.5,0.00898393203096866,2.6807459810658e-05,7.70761154855643
"66",1507,"ARHGAP10",2000669,309.2,310.7,294.3,270.5,283,279,286,255.3,256.8,242.7,210.1,227.8,0.00898393203096866,2.74341414334257e-05,-6.89475065616799
"90",2527,"BIVM",4220270,1000.4,909.5,814.4,797.6,813.2,819,709.6,563.4,722.3,543.7,574.5,540.4,0.00898393203096866,2.72150597387029e-05,-33.5272965879265
"167",5488,"CDC45L",2320170,115.2,124.3,121,115.2,131.6,128.3,161.8,133.6,155.4,166.2,164.1,183.4,0.00898393203096866,2.76265798837352e-05,5.10761154855643
"619",31669,"MCM3APAS",6380438,146.9,140.1,137.4,139.6,135.9,130.5,115.7,119,120.6,114,110.1,116.8,0.00898393203096866,2.78102227364984e-05,-2.75118110236221
"648",33002,"MRP63",1770678,155,162.1,153.2,151.4,160.1,151.8,147.9,142.2,144.1,130,122.1,137.8,0.00898393203096866,2.70265289745852e-05,-2.62992125984252
"978",43719,"TMEM140",4670414,808.3,669.6,647.7,593.6,692.2,666.8,549,470.5,505.9,413.5,366.3,446.3,0.00898393203096866,2.70467704579242e-05,-29.2110236220473
"1062",45930,"WFDC2",4890564,1267.9,1080.1,1041.5,1211.1,1581.6,1505.2,1902.6,1795,1930.3,2026.8,1958.3,2316.4,0.00898393203096866,2.79068953479786e-05,91.545406824147
